Apply policy: UtilizScale
MACHINE rtx4070-laptop
GPU freqset tool start..
Reset GPU frequency for: 
Main loop start..
2025-11-20 15:41:20, 0, 33, 3344, 210, -1, 14475
2025-11-20 15:41:21, 0, 33, 3344, 210, -1, 45
2025-11-20 15:41:21, 0, 33, 3344, 210, -1, 44
2025-11-20 15:41:21, 0, 1, 8057, 210, -1, 27
2025-11-20 15:41:21, 0, 1, 8057, 210, -1, 64
2025-11-20 15:41:21, 0, 1, 15528, 2175, -1, 26
2025-11-20 15:41:22, 0, 1, 15528, 2175, -1, 46
2025-11-20 15:41:22, 0, 1, 15528, 2175, -1, 33
2025-11-20 15:41:22, 4, 1, 18255, 2175, -1, 39
2025-11-20 15:41:22, 4, 1, 18255, 2175, -1, 28
2025-11-20 15:41:22, 4, 1, 39640, 2475, -1, 21
2025-11-20 15:41:23, 4, 1, 39640, 2475, -1, 57
2025-11-20 15:41:23, 4, 1, 39640, 2475, -1, 57
2025-11-20 15:41:23, 100, 100, 68868, 2475, -1, 49
2025-11-20 15:41:23, 100, 100, 68868, 2475, -1, 47
2025-11-20 15:41:23, 100, 100, 82561, 2475, -1, 50
2025-11-20 15:41:24, 100, 100, 82561, 2475, -1, 48
2025-11-20 15:41:24, 100, 100, 82561, 2475, -1, 39
2025-11-20 15:41:24, 100, 100, 83456, 2475, -1, 33
2025-11-20 15:41:24, 100, 100, 83456, 2475, -1, 49
2025-11-20 15:41:24, 100, 100, 84519, 2475, -1, 47
2025-11-20 15:41:25, 100, 100, 84519, 2475, -1, 34
2025-11-20 15:41:25, 100, 100, 84519, 2475, -1, 27
2025-11-20 15:41:25, 100, 100, 84653, 2475, -1, 36
2025-11-20 15:41:25, 100, 100, 84653, 2475, -1, 29
2025-11-20 15:41:25, 100, 100, 84627, 2475, -1, 28
2025-11-20 15:41:26, 100, 100, 84627, 2475, -1, 36
2025-11-20 15:41:26, 100, 100, 84627, 2475, -1, 27
2025-11-20 15:41:26, 100, 100, 84477, 2475, -1, 36
2025-11-20 15:41:26, 100, 100, 84477, 2475, -1, 27
2025-11-20 15:41:26, 100, 100, 84723, 2475, -1, 26
2025-11-20 15:41:27, 100, 100, 84723, 2475, -1, 34
2025-11-20 15:41:27, 100, 100, 84723, 2475, -1, 30
2025-11-20 15:41:27, 100, 100, 85028, 2475, -1, 26
2025-11-20 15:41:27, 100, 100, 85028, 2475, -1, 30
2025-11-20 15:41:27, 100, 100, 85116, 2475, -1, 22
2025-11-20 15:41:28, 100, 100, 85116, 2475, -1, 35
2025-11-20 15:41:28, 100, 100, 85116, 2475, -1, 36
2025-11-20 15:41:28, 100, 100, 85132, 2475, -1, 37
2025-11-20 15:41:28, 100, 100, 85132, 2475, -1, 38
2025-11-20 15:41:28, 100, 100, 85117, 2475, -1, 40
2025-11-20 15:41:29, 100, 100, 85117, 2475, -1, 30
2025-11-20 15:41:29, 100, 100, 85117, 2475, -1, 34
2025-11-20 15:41:29, 100, 100, 84830, 2475, -1, 25
2025-11-20 15:41:29, 100, 100, 84830, 2475, -1, 50
2025-11-20 15:41:29, 100, 100, 84807, 2475, -1, 45
2025-11-20 15:41:30, 100, 100, 84807, 2475, -1, 52
2025-11-20 15:41:30, 100, 100, 84807, 2475, -1, 45
2025-11-20 15:41:30, 100, 100, 83168, 2475, -1, 47
2025-11-20 15:41:30, 100, 100, 83168, 2475, -1, 49
2025-11-20 15:41:30, 100, 100, 82939, 2475, -1, 45
2025-11-20 15:41:31, 100, 100, 82939, 2475, -1, 47
2025-11-20 15:41:31, 100, 100, 82939, 2475, -1, 39
2025-11-20 15:41:31, 100, 100, 83501, 2475, -1, 32
2025-11-20 15:41:31, 100, 100, 83501, 2475, -1, 45
2025-11-20 15:41:31, 100, 100, 83418, 2475, -1, 44
2025-11-20 15:41:32, 100, 100, 83418, 2475, -1, 45
2025-11-20 15:41:32, 100, 100, 83418, 2475, -1, 27
2025-11-20 15:41:32, 100, 100, 82945, 2475, -1, 51
2025-11-20 15:41:32, 100, 100, 82945, 2475, -1, 46
2025-11-20 15:41:32, 100, 100, 82108, 2475, -1, 48
2025-11-20 15:41:33, 100, 100, 82108, 2475, -1, 44
2025-11-20 15:41:33, 100, 100, 82108, 2475, -1, 30
2025-11-20 15:41:33, 100, 100, 83169, 2475, -1, 42
2025-11-20 15:41:33, 100, 100, 83169, 2475, -1, 45
2025-11-20 15:41:33, 100, 100, 82390, 2475, -1, 41
2025-11-20 15:41:34, 100, 100, 82390, 2475, -1, 32
2025-11-20 15:41:34, 100, 100, 82390, 2475, -1, 45
2025-11-20 15:41:34, 100, 100, 82479, 2475, -1, 57
2025-11-20 15:41:34, 100, 100, 82479, 2475, -1, 45
2025-11-20 15:41:34, 100, 100, 84866, 2475, -1, 37
2025-11-20 15:41:35, 100, 100, 84866, 2475, -1, 50
2025-11-20 15:41:35, 100, 100, 84866, 2475, -1, 31
2025-11-20 15:41:35, 100, 100, 85631, 2475, -1, 25
2025-11-20 15:41:35, 100, 100, 85631, 2475, -1, 26
2025-11-20 15:41:35, 100, 100, 84858, 2475, -1, 48
2025-11-20 15:41:36, 100, 100, 84858, 2475, -1, 46
2025-11-20 15:41:36, 100, 100, 84858, 2475, -1, 45
2025-11-20 15:41:36, 100, 100, 82972, 2475, -1, 42
2025-11-20 15:41:36, 100, 100, 82972, 2475, -1, 69
2025-11-20 15:41:36, 100, 100, 82221, 2475, -1, 48
2025-11-20 15:41:37, 100, 100, 82221, 2475, -1, 49
2025-11-20 15:41:37, 100, 100, 82221, 2475, -1, 49
2025-11-20 15:41:37, 100, 100, 83789, 2475, -1, 44
2025-11-20 15:41:37, 100, 100, 83789, 2475, -1, 46
2025-11-20 15:41:37, 100, 100, 82796, 2475, -1, 36
2025-11-20 15:41:38, 100, 100, 82796, 2475, -1, 36
2025-11-20 15:41:38, 100, 100, 82796, 2475, -1, 38
2025-11-20 15:41:38, 100, 100, 83383, 2475, -1, 44
2025-11-20 15:41:38, 100, 100, 83383, 2475, -1, 51
2025-11-20 15:41:38, 100, 100, 84748, 2475, -1, 38
2025-11-20 15:41:39, 100, 100, 84748, 2475, -1, 43
2025-11-20 15:41:39, 100, 100, 84748, 2475, -1, 46
2025-11-20 15:41:39, 100, 100, 85129, 2475, -1, 43
2025-11-20 15:41:39, 100, 100, 85129, 2475, -1, 43
2025-11-20 15:41:39, 100, 100, 86126, 2475, -1, 40
2025-11-20 15:41:40, 100, 100, 86126, 2475, -1, 41
2025-11-20 15:41:40, 100, 100, 86126, 2475, -1, 52
2025-11-20 15:41:40, 100, 100, 86195, 2475, -1, 45
2025-11-20 15:41:40, 100, 100, 86195, 2475, -1, 44
2025-11-20 15:41:40, 100, 100, 86155, 2475, -1, 44
2025-11-20 15:41:41, 100, 100, 86155, 2475, -1, 37
2025-11-20 15:41:41, 100, 100, 86155, 2475, -1, 34
2025-11-20 15:41:41, 100, 100, 86257, 2475, -1, 25
2025-11-20 15:41:41, 100, 100, 86257, 2475, -1, 44
2025-11-20 15:41:41, 100, 100, 86224, 2475, -1, 17
